,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
9042,ชอบ บ้าน คน ตอน ฝน ตก กลัว อีควาย รถ ดิ่ กลับวินมอไซเย้ด แม่,1,1,1,0,0,0
2653,ᴅᴀʏᴅᴀʏꕀᴅᴀʏᴅ โฆษณา กวนใจ ชัด ระดับ สั่ง ทัหารviuหาร wetvหารnetflixwetvราคา หาร viuราคา แนะนาซีรี่ย์ ตลาด นัดnctดาราจักรรักลานาใจ,0,0,0,0,0,0
3503,เอ้าาาาไบเบิ้ลบิวเค้า นัด หรอ แบ แน่ ชั้น รัก เว่ย ขอโทษ มัม หมา คน เล่น ข่าว ทันหวาน ไหว มด โลก กอง ไบเบิ้ลบิว,0,0,0,0,0,0
1541,ตัด คลิป เกย์ สระบุรีเกย์ ลพบุรีเกย์ ชัก ว่าว,0,0,1,0,0,0
4317,สาว ไทย นม สวย โชว์ เสียว,0,0,1,0,0,0
9027,พ่อ ตาย ตาย พ่อ สรรหา ชิบ หาย บ้านเมืองอีควายอีเหี้ยอีสลิ่ม จัญไร,1,1,0,0,0,0
322,กุ ค่าย น้อง โค กิ เหตุผลปัญญาอ่อน น้อง แข่ง ชนะ ดึง กระแส ฝั่ง ตึก ตัว เด เด็ก,1,0,0,0,1,0
2031,ดู ข้อความ คน สุข ล้น คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
813,กินอยู่ เต็ม หน้า กิน ทรมาน ดี แฮะ ขี้ เกียจ ห้องน้ำพยาม คุม น้ำหนัก เดิน ขา รู้สึก อ้วนชิหัย,0,0,0,0,0,0
7850,สล็อตuslotlineidยิงปลาufauslotปลา ตาย ยิง ตาย ฝาก ถอน โต้ ฝาก ฟรี โบนัส สมัคร ฝาก ฟรีฟรีโบนัสuslotslotufauslotยิงปลาjiliยิงปลาcq,0,0,0,0,0,0
9541,newsตอแหล,0,0,0,0,1,0
9360,ชอบ คน ประโยค ตอแหล วงการเคพัพ,1,0,0,0,0,0
1079,ผม อ้วน,0,0,0,0,0,0
2226,นุ๊ก สุข ปาย แบ งื้อ ออออปาย คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
9301,ตอ แหล,0,0,0,0,1,0
5790,ชุด เย็ด มะพัทยา นัด เย็ด บางแสน นัดเย็ด,0,0,1,0,0,0
2705,lovelikethegalaxy星 ดาราจักร รัก ลำนำใจ xinghancanlanzhaolusiจ้าวลู่ซือ wuleiwulu,0,0,0,0,0,0
8161,ยิง ทิ้ง,0,0,0,0,0,0
4412,เหมือน เด็ก แม่ ฝึก เลิก ดูด ขวด นม,0,0,0,0,0,0
1164,คอ สลด อ้วน,0,0,0,0,0,0
3261,ค่าย เว็บ ยอด เว็บรวม ค่ายสล็อต เว็บ สล็อต แตกดีพิ้งกี้blackpink ฝาก โหน กระแส ม็อบ นายก เถื่อน,0,0,0,0,0,0
4352,ดอยราคา นม,0,0,0,0,0,0
1450,หา ชาย เกย์ สะอาด หน้าตา ดี นัด ระยอง นัดเย็ด,0,0,1,0,0,0
4229,นวด จุก นม รัก,0,0,1,0,0,0
3862,อาทิตย์ มิดด้ามsundayvenomนอนหีฉ่ำ น้ำ เยิ้ม เจล ยั่วเย็ดดี โดน สาสม ซอย น้ำ แตก ล้น ท่วม รู ชัก ควย น้ำ ทะลักไหล ควย หยุด โดน เสย น้ำ ควย รู น้ำ ปลิ้นกระฉอก ยืด เสียว ร้อง ระงม คู่ แตก creampie,0,0,1,0,0,0
6338,เกาหลี อายุ ปี ฆ่า ตัว ตาย จดหมาย ลา ตาย ไอจี เศร้า รู้ เค้า เจอ ทำ เค้า เลือก ชีวิต ใจ ดี คน จุด บุคคล สาธารณะ หมาย เค้า ทน อย่างrip,0,0,0,0,0,0
7143,เนอะ ตบ เนียน เชียว อย่า ถาม หา เนียน มี๊,0,0,0,0,0,0
7388,พนเดิน พรมแดง ตี ตาย ตื่น,0,0,0,0,0,0
5076,อยากเลีย หี,0,0,1,0,0,0
8307,เหนื่อย อิสัส ละเน็ต ทรู กาก หงุดหงิด,1,0,0,0,1,0
9175,คน ทำ งาน กุศล เก่ง ฮือ อีควาย,1,0,0,0,0,0
6866,คัมสิ วง แตก คัม บังทัน ขี้ ตีนbpตบ หำ หลุด บัง คัม รีรันเพลง เดิม,0,0,0,0,0,0
4656,islandkidddalpro พี่ เหมาะ กิน เพียว bodyมัน จาง แบ รุสึก เหมือน กิน นมtextureมันบ่ แถมalproกลิ่น โด อ่ะ ตี กาแฟชา ข้อ ดี ของalproที่ พี่ ชอบ หวาน calน้อยfatน้อยรสชาติ อร่อย gtgt กิน รุสึก,0,0,0,0,0,0
4056,ควยไอเหี้ย ใจ สัก แม่เย็ด,1,0,0,0,0,0
9681,กุ รำคาญ เกลียด ชิบหาย เกลียด แบ เกลียด อะ ยู สติ แยกแยะ ป่ะ,1,0,0,0,0,0
2999,อ่าน หา สาระอิเวร เอ้ย เจอ หา เสริม โหน กระแส,0,0,0,0,0,0
9188,อีลึง ควาย ตอแหล,1,0,0,0,1,0
1231,นินจา อวบอ้วน กอด อุ่น หนุบหนับ โชว์ พุง กลม ชุด กุยเฮง กอด อกุศล สมทบ ทุน ค่า อาหาร นินจา แบ่ง ซื้อ เล่น เสียว ดี ไหม ปกติ ชอบ กิโมโน ปี ชุด แบ นินจาขาว ทำ ปรับแต่ง ชอบ กิโมโน แบ มาตรฐาน เรียบร้อย,0,0,0,0,0,0
1514,คน ชอบ กะเทยเกย์ สิทธิ พิเศษ ชาย ถาม เนื้อ ตัว หญิง เอ้า อิควาย,1,0,0,0,0,0
2313,wetvvip วันหาร wetvราคา หาร wetvvipหาร วีทีวีหาร วีทีวี ราคา wetvthหาร wetvราคา ถูกหาร wetvwetvราคา ดาราจักรรักลานาใจ รัก จ้าว ลู่ซืออู๋เหล่ยyinyinanwwarwanaratwuleiหยิ่นวอร์ ห้วง สมุทรลิขิตจันทร,0,0,0,0,0,0
1451,ดีใจ เจอ ชาย รัก ชาย เกย์ มัธยมเกย์vmasเกย์รุกเกย์โคราช,0,0,0,0,0,0
4610,นม สวย,0,0,1,0,0,0
5945,หา แฟน อะ ชีวิต คน เย็ด,0,0,1,0,0,0
8685,ประสาด อีควาย,1,0,0,0,0,0
5807,หนัง โป้ ฟรีจร้า เบส หนุ่ม กล้าม เย็ด ดุ บาร์โฮส โยก หี ยับ จับเลีย หี ลิ้นรั่ว,0,0,1,0,0,0
838,เด็ก อ้วน คุย รายละเอียด ทักไลน์ kk น้ำ ถุง งาน พิดโลก งาน พิษณุโลกไซด์ ไลน์ สาว อวบ งาน สาว อ้วนไซด์ ไลน์ พิษณุโลก งาน ศึกษา งาน,0,0,1,0,0,0
10090,อิสระ ศิลปิน ยึด ติด เจอ ม่า โต้ แฟน คลับ ด้อม เกลียด เปรียบเทียบด้อย ค่า คน,0,0,0,0,0,0
4789,กระแทกไห้ หีบาน,0,0,1,0,0,0
6662,อีแมงเชี้ย ฆ่า ล้าง เผ่าพันธุ์แม่ง,1,0,0,1,0,0
8656,เน็ต ทรูช่วง โครต กาก,0,0,0,0,1,0
3567,แปล นิ อะยังงาย ยยยbiblebuildไบเบิ้ลบิวbuildjakapanbiblewichapas,0,0,0,0,0,0
9430,drama ป้าย ขาย กีเสรี เหรอ จังไรเนอะตอแหล ดี,1,0,1,0,1,0
3087,เด็ด ดอก ไม้ สะเทือน ดวง ดาว โหน กระแส,0,0,0,0,0,0
9030,โอ้น อีควาย,1,0,0,0,0,0
1714,เงี่ยน ค้าบบเกย์ นัดเย็ดสุรินทร์gaysex,0,0,1,0,0,0
4270,ขวบ ชง นม ป้อน kisfargerxmileaponnattawin,0,0,0,0,0,0
339,ปัญญาอ่อน อีควาย,1,0,0,0,0,0
6987,ตบตูด น้องวีร์ โอ๋ กล้า เจ๋ง น้องวีร์ เก่งฝุด,0,0,0,0,0,0
6170,สงขลา สิ ใด้ โดน เย็ด แน่ สิ,0,0,1,0,0,0
5314,ควย,1,0,0,0,0,0
8296,รอ อัพเกนชวย มอเน็ต หอกาก,0,0,0,0,1,0
7222,สนใจ ทักเดมofficialดูดวง ไพ่ ยิป ซี ถาม โปรคำ ถาม โปรคำ ถาม ฟรี โปรคำ ถาม ฟรี ถาม ข้อ ห้าม ถาม ถาม หาย เนื้อคู่ ตาย ดวง คน ดู ดวง ดูดวง ไพ่ ยิป ซี ดู ดวง ไพ่ ทา โรต์ ดูดวง รัก สุขภาพ เงิน,0,0,0,0,0,0
588,แฟน คลับตี ปัญญาอ่อน ตี ประสาท แดก ติ่ง ติ่ง เปรียบ วะ ทำ งาน คู่ แข่ง ประสาท ตี สรุป เมน โดน เกลียด ถาม ดารา ศิลปิน แอค แอค หยิก หลังเมน,1,0,0,0,0,0
3365,kanchaiเรื่อง พี่ หนุ่ม โหน กระแส ฝาก โหน กระแส นายก เถื่อน ปี ประยุทธ์,0,0,0,0,0,0
2670,บุญ คู่ พระ คู่ เรื่อง ไหม บุญ โหน่ย ดู มูฟออน คู่ ดาราจักรรักลานาใจ,0,0,0,0,0,0
3589,โอ้โห แปล ไบเบิ้ลบิวbuildjakapanbiblewichapasgetwellsoonbuild,0,0,0,0,0,0
34,แอนตี้lgbt ฟัง อิหัวนม ด่วน อย่า กะเทย ยืน อาจุมม่า ไอ้ คอน เซอ เวทีฟ,1,0,1,0,1,1
28,เพลง น้องไอบึอ่ะafterlikeอะ iwillsurvive อะ เพลง ปลุก กะเทย เพลง ด้อม ปัง เริ้ด,0,0,0,0,0,0
8753,อี สมอง ควาย ดี แถ ตอแหล กล่าวหา หลักฐาน ฟาด หน้า อี โง่,1,0,0,0,1,0
9452,ยิ้มตอ แหล ใส่ คน ยกเว้น ลุง ยาม หน้า ออฟ ฟิต แม่ค้า ขาย ข้าว ชวน คุย ฝน ฟ้า สนุก สัส สุข,0,0,0,0,0,0
2170,รู้ อดทน เดือน รอ ตัว ทำ รู้ ทำ คุ้ม ค่า รัก คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
5337,ควย อม เพลิน,0,0,1,0,0,0
4836,เว็บ ดู หนัง โป๊ ฟรี คลิป เสียว หนัง โป๊ ไทย หนัง เย็ด คลิป โป๊ เด็ด คลิป โป๊ ฟรี คลิป โป๊ ฝรั่ง คลิป โป๊ ยุโรป คลิป โป๊ออนไลน์ คลิป โป๊ ฝรั่ง ล่อ หีปี้ หี สั่น,0,0,1,0,0,0
889,ผม สาย ลด อ้วน โคตร ผม อ้วน,0,0,0,0,0,0
7944,เหลือบ โบรชัวร์ ติด หอ เรื่องเวิร์คช็อป ชมรม ยิง ธนู แข่ง เฟรชชี่ ชมรม ตอน มอนี่ เล็ง ชมรม ยิง ธนู รู้ คน เล่น เคนโด้ แนว เล่น คน แทน ยิง ธนูเวิร์ค ช็อป คารุตะไปเวิร์ค ช็อป สุดท้าย สิ,0,0,0,0,0,0
3322,เงิน ขยัน ขนาด ปัง ไหว ค่า แม่ เงิน บัญชี ฟัง งาน นั้ง ทำ บ้าน เวลา ตอน ทำ จำกัด อายุ ตั้งใจ ตำ เด้อ งาน ออนไลน์ ร้อง ข้ามกา แพง winmetawin หางาน ทาโหนกระแสtontawant ไฟ ไหม้ ผับ ชลบุรีsnsd,0,0,0,0,0,0
9562,ดาว ดาวตอแหล,1,0,0,0,1,0
3514,ดู แปล ดิสาว วาย แบ สมอง ไหล ไบเบิ้ลบิว,0,0,0,0,0,0
8063,แจก แจก ฟรี เล่น ถอน แจก แจก ฟรี เล่น ถอน เล่น สล็อต ยิง ปลา ห้าม ซื้อ ฟรีสปิน เครดิต ฟรี เครดิต ฟรี ฝาก เครดิต ฟรี ฝาก แชร์ เครดิต ฟรี,0,0,0,0,0,0
8499,เหน่ยขอ ท่ด โรลกาก กาก จีง เหมือน เปงลิงพิมพ์ ภาษา ไทย,0,0,0,0,0,0
7275,หนู ตาย พ่อ หล่อ เท่ มันน้อย ไหมออฟจุมพล,0,0,0,0,0,0
3733,พี่ เงี่ยน เหมือน อมควย สิเด่ว พี่ เล่นท่า ร่อน ควย สนใจ ปะละ น้อง ลีลาอิอิ,0,0,1,0,0,0
9633,บอดี้เชมไซเบอร์บูลลี่ ใด ติ่ง เกาหลีตอแหล,0,0,0,0,1,0
7346,ตาย ววววกู ตายจริง yugyeomstliveinbkkdyugyeomstliveinbkk,0,0,0,0,0,0
1654,ชาย ร้อu เงิน ชาย แท้รัuงาu ขลิป สะอาด ฟัง มุกรัu งานเกย์กระเทย หญิง อายุ น้ำหนัก ผิว แทน ชาย แท้linecinecpปิ่นเกล้าจรัญสนิทวงศ์ ชาย แท้ร้อน เงิน ชาย งาน ชาย ขาย น้ำ ชาย งาน เกย์,0,0,1,0,0,0
5350,โดน อมควย,0,0,1,0,0,0
5224,ภาพ โคตรชัด นางฟ้า สาว สวย ผม ทอง คน เด็ดจริง กล้อง แหก หี เกี่ยว เบ็ด ควยปลอม แทง หี ตัว โชว์ ยั่วเย็ดสุด,0,0,1,0,0,0
223,โคว โชว์ พี ระมิดสวรรค์ อี กะเทย ทำโชซตุ้ด ตอน โชว์ มำมัมมี่ กลัว เดี๋ยว คน ด่า กูหา เอส ล้อ,0,0,0,0,0,1
8782,เปรียบเทียบ ควาย หรอ ดู ดี ประโยชน์ อีตู่,1,0,0,0,1,0
4598,อิรวย เพื่อน ดิฉัน บ้าน กิน มาม่า กิน อาหาร สตรีทฟู๊ดรถ เมล์ วิน มอไซต์ btsmrt คน ขับ รถ ประจำ ตัว กะ ดิฉัน กุพา ประสบการณ์ มาม่า ดิบ,0,0,0,0,0,0
4239,กิน นม chubbychubbygirlsthaigirlsgirlscosplayคอสเพลย์ สาว อวบนมใหญ่เรียล หญิง,0,0,0,0,0,0
1590,หนัง โป๊ หนัง โป้คลิป โป๊คลิป หลุด คลิป ลับ ไลน์ กลุ่มไลน์ คลิป หลุด ศึกษาเกย์ คลิป เสียว คลิป บ้านคลิปavavหนัง avavญี่ปุ่น เล่น ถุง ยาง,0,0,1,0,0,0
9003,ค่าย เหน ดี อีควายโชแช้มก้ อี เพล เอม ส้น ตีน จิง,1,0,0,0,1,0
3256,แหละหลัง ตัด วิดีโอเสร็จ ผม ใส่ เพลง สาว ร้อย เอิ้น แฟน ย้ำ กวน ตีน สั่งสอน นายก เถื่อน โรง เรียน ศาสนา แถว ทุ่งครุโหน กระแส อนุญาต เจ้าของ คลิป,0,0,0,0,0,0
4793,หนัง โป๊ ไทยน้องณัฐชา สาว แว่น นม รัก แฟน หนุ่ม เย็ด คร่อม ควยร่อน หีเสียว,0,0,1,0,0,0
6663,กะลา แตกต่าง คุก ฆ่า คน ขม ขืน คน,0,0,0,0,0,0
2181,เพื่อน แฟน ดีดี เตง แน่ใจ เหรอ อ่ะถอย ดี เตง เป็นห่วง คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
8575,พี่แทอิลหล่อม กาก,0,0,0,0,0,0
6463,พี่ เคมี ฆ่า หนู หร๊อ คาบ อะพี่ แร็พ ใส่ หนู จุด กรี๊ด,0,0,0,0,0,0
9456,ตอ แหล,0,0,0,0,1,0
6083,เล่น งับ เตงนัดเย็ดร้อยเอ็ดเงี่ยนเงี่ยนหีเฉะ งานn,0,0,1,0,0,0
1209,ทำใจ กิน อ้วน,1,0,0,0,0,0
421,จิงมาก ติ่ง วง นึง หลับ หูหลับ ตา อวย ดวง อืาน แบ อ่อเอ เคเฉย ศลป ชอบ อี แฟน คลับปัญญา อ่อน,1,0,0,0,0,0
8898,โถ ไอ้ ควาย กระบวน เลือก แต่งตั้ง นา ตรา กระบวน ปกติ ระบุ รัฐธรรมนูญ ฉบับ อยู่แล้ว เกี่ยว นายก ตู่ นายก ยึด อำนาจ สภา เว้น นายก ตู่ ปี นายก เถื่อน ไหม,1,0,0,0,0,0
1706,ปลาย เงิน บาท ฟรี รายการ ป๊อป เปอร์แท้ สูด ดม ป๊อปเปอร์เกย์เกย์รุกเกย์เงี่ยนlgbtpopperpwd อึดทน เบิ้ล รอบ ชะลอหลั่ง คลิป มืด,0,0,1,0,0,0
1158,งาน ยะลา หุ่น อวบอ้วน เงิน งาน สนใจ ว่าง นัด,0,0,1,0,0,0
2306,ใด ปาน เชื่อใจ อ่ะ หยอก lovelikethegalaxyจ้าว ลู่ซือzhaolusiwuleiอู๋เหล่ยดาราจักรรักลา ใจ ห้วง สมุทรลิขิตจันทราอู๋ลู่wulu,0,0,0,0,0,0
273,ปัญญาอ่อน น้ำ หก เรื่อง หยุด แมร่ง เอ่ย รำคาญ ชิพหาย จ้อง ด่า คน ตัว ทำ,1,0,0,0,0,0
171,หมู กะเทย,0,0,0,0,0,1
3956,ควย ชู้ เย็ด ควย ผัว,0,0,1,0,0,0
7976,แคธเทอรีน ยิง,0,0,0,0,0,0
3188,คน แหม๊ ดาว อังคาร ไอ้ ห่าโหน กระแส,0,0,0,0,0,0
1725,ทัก คุย เพื่อน ดิ วคสุราษฎร์สุราษฎร์ธานีเกย์,0,0,0,0,0,0
7238,สี ลอง ทน ดู สิ บีบ ตาย คา มือ,0,0,0,0,0,0
5875,เย็ด,0,0,1,0,0,0
1564,ทำ น้อง กิน ข้าว มื้อ เที่ยง กิน ผม ไม ทหาร ลพบุรี ลพบุรี นัดเย็ดเกย์เกย์ ลพบุรี,0,0,1,0,0,0
1782,แฟน แทน อะค้าบคุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
843,อี อ้วน อืด,1,0,0,0,0,1
9511,แรง เค้า ขนาด ไอ รัฐมนตรี แว ตอแหล สะแล้ว,0,0,0,0,1,0
4626,นม ไซร้,0,0,1,0,0,0
904,อ้วน อ้วน อ้วน อ้วน,0,0,0,0,0,1
6138,คลิป ฟรี สาว ตัว หุ่น ดี เจอ หนุ่ม ฝรั่ง ร่าง เย็ดหี,0,0,1,0,0,0
9841,เฮ้ย เตง เกลียดไร เปล่า อะ,0,0,0,0,0,0
5312,รู้จัก รับผิดชอบ ผิดพลาด ตัว เกี่ยง คน ใจ หมา ใจ หมา ควย รอบ อ่ะ,1,0,0,0,0,0
1547,hellodevilระยอง สาย ล่าง เกย์ ทัก คุย,0,0,0,0,0,0
2080,รอย ยิ้ม นุ๊ก สุข ปาย รอย ยิ้ม นุ๊ก สุข ปาย รอย ยิ้ม นุ๊ก สุข ปาย รอย ยิ้ม นุ๊ก สุข ปาย รอย ยิ้ม นุ๊ก สุข ปาย คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
9778,แท็กซี่ คน ชอบ เนียน ทอน แทบ ปัด เศษ นา เกลียด คัน ทอน ควัก จ่าย คัน รัก ขับ ดี แบ เอาตังทอน คัน ดี เนียน แบ ชอบ บาท นึง ก้ ทอน,0,0,0,0,0,0
3985,ควย,1,0,0,0,0,0
6637,ตยซ หน้า จาง อุค คน คน เว่อ เท่ ขรึม พลัง เทพ ฆ่า ตุยโชยอนดงกูดาร์ก บู้ เต็ม เอ็นดู แต่งงาน นายน้อยยุล ดู สดใส เหมือน เดิม ตอน ยุล เจอ ซูจัง พระ เอก เอก พลัง น้ำ แข็ง ดาบ เก่ง แน่ รอ ดู พลัง,0,0,0,0,0,0
5441,โดน ควย เย็ด จอมบึง ตอน นัดเย็ดจอมบึง,0,0,1,0,0,0
6431,ลม ฟ้า ร้อง กุแพนิค ฆ่า กุเถอะ,0,0,0,0,0,0
9010,จิ เหน เยดก้ เยด คุย ยืดยาว ทำ ตัว เหมือน ชอบ กุ อีควาย ก้ พุด กุเงี่ยนกุก้เยด,1,0,1,0,0,0
8354,อธิบาย ปัญหา ปล่อย เดี๋ยว สุดท้าย ขอโทษ แถม เน็ต กาก ทรู ล่ม,0,0,0,0,1,0
3820,มั่นควย,1,0,0,0,0,0
2646,เบื้องหลัง vs รอยเตอร์ ห้วง สมุทรลิขิตจันทราดาราจักรรักลานาใจ,0,0,0,0,0,0
4618,mtnuเธอ รัก อ่ะ หน้า มุด นม เค้า คน ทำ ดี,0,0,0,0,0,0
7429,bw ตาย โง่ แบ,0,0,0,0,0,0
5298,เสือกอส กุ เล ค่า มั่น ควย,1,0,0,0,0,0
6792,หนัง โป๊ เกย์ ฝรั่ง รุม โทรม ข่มขืน ตูด ศึกษา ชาย โดน ตา ควย ยัด ปาก โม้กควย ตอน โดน อัดตูดโดน ตบ แน่ เอาใจ สาย เหลืองซาดิสต์เย็ดดุ,0,0,1,0,0,0
7267,rangsimarคน ตาย ค่า,0,0,0,0,0,0
4350,บราว กล่องบราว กระปุก ทาน คู่ นม อร่อย สนใจ เดม สั่ง เลนค่าาาบราวนีบราว นี่บราว หนึบ ตลาด นัดบราว,0,0,0,0,0,0
6306,ตลคนุ่มนิ่มจาแข็งแกร่ง เปน นึง ฟาม หลากหลาย เหน จา เอมพาวเว่อง ปะ แบ ตลค สาว น้อยหวานแหว เฉลย เปน ฆ่า เท่ จา ชู ประเดนเอมพาวเว่อเม้นไร เทือก ง่ะ,0,0,0,0,0,0
2155,มือ โม เม้น โหยหา ศลป โหยหาโมเม้น หน้า ฟินเชียว คุยแซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
9791,th ผม สุข ปี สาม กีบ บ้านเมือง วุ่นวาย สุข เกลียด,1,0,0,0,0,0
3715,เอาจริง นิ้ว แตก พี่ คน นึงควย กกหุ่น ดี แมว เล่น สนุก ดี เลีย ดูด พี่ น้ำ แตก แบ พุ่ง เสียว ไหว รอบ เย็ด เสียบ หัวควย น้ำ แตก รอบ รอบ ฟีล แฟน ชอบ พี่ หมี คน จอย เย็ด พี่ควย คน,0,0,1,0,0,0
4057,เย็ด คลิบ แอบ ถ่าย วัย รุ่น วัย เรียนหอ ค้า นม ดาว บริหาร แถม ลีลา เด็ดเย็ดขย่มควย มือ โปร,0,0,1,0,0,0
8452,เน็ต ทรู ล่ม รีบ อ่าน หนังสือ สอบ เน็ต หอ กาก ห่วย,0,0,0,0,1,0
6180,ยูจุงฮยอก เบิก ตา รู้สึก เย็น ขั่ว หัวใจ จุก ทะลั่ก โดน โยน น้ำ เหรอ เสียง คน ทำ รีบ หัน คน คน เดิม ซื้อ ตัว คน หน้า ยู จุงฮยอก พุ่ง ตัว ใส่ หมาย ฆ่า ตาย,0,0,0,0,0,0
3102,เรียน แทบ ตาย เงิน ห้า หมื่น บาท ซื้อ วุฒิมา มหาวิทยาลัย เอกชน ไทย เงิน ซื้อ วุฒิ เน่าเฟะ กระบ ราชการ ไทย โหน กระแส,0,0,0,0,0,0
558,ฟาด กะบาล ผัว ตรรกะมนุษย์ เมีย ปัญญา อ่อนจ่าย ค่า ซ่อมเค้า สังเวย อารมพิศวาท,1,0,0,0,1,0
4782,ดู ท่า หี ดูดควย,0,0,1,0,0,0
4541,สนใจ กด ลิงค์ ล่าง ทัก ค่าาาคอลเสียวเงี่ยนหี โดน เย็ด นม เย็ด️รีทวิต ติดตาม โพสต์ สุ่ม ฟรี,0,0,1,0,0,0
1436,ชาย เกย์ไบมัธยม ปลาย มหาลัย ออฟ ฟิต แดดดี้ สนใจ นัด สาว สอง ทำ นม งู ผม รุก ห้อง กทมฟรี ทักdn,0,0,1,0,0,0
507,กาง แฟค กาง เว็บ กาง โดน ปัญญาอ่อน ผี บ้า อยู่ดี กาง หี เฮ้อ,1,0,1,0,0,0
1869,สุขใจวัน ชัดเจน เมน คู่ เดิน ดู หน้า ลูก ชาย โลดคุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
755,โทษ ไร้ วาระ กุต้ แง เจ็บ ตัว อี ปัญญาอ่อน อี ตัว รับผิดชอบ อีควาย พ่อแม่ สั่งสอน ดี โรง เรียน ทำ สันดานทุเรศอีโรง เรียน ทุเรศ เสือก ทำ คน ลำบาก อี ไร้ จิต สำนึก พ่อแม่ เวลา สั่งสอน สำนึก รุ้สึก สงสาร หรอก,1,1,0,0,1,0
5629,ควย สวย,0,0,1,0,0,0
4050,ควย สวย คับ พี่,0,0,1,0,0,0
5457,ขี้ ประชด เรื่อง ควยหีไก่ ทำ ตัว โดน โดน ช่าวทวีต ด่า ฟ้อง ดู ทำ ตัว ดิ,1,0,0,0,0,0
3836,ดู หนังโป้ฝรั่ง นม เด็ด อ้าง เมีย ทำ งาน ประเทศ แอบ เย็ด เมีย น้อยฝรั่ง ควย ถู นม เย็ด ร่อง นม ขย่มเด้าควย แตก,0,0,1,0,0,0
4386,ดื่มไม ไล พลัง เดิน ไหว้ พระชั้น สถานที่ ท่องเที่ยว ดี เมืองขอนแก่น คู่ ดี สุขภาพ ไมโล สิ ดื่ม นมไม โล คน ไม โล ด้อมตะลุย ด่านteamoffgunออฟ,0,0,0,0,0,0
2118,รู้ เชื่อใจ ตัว ต้องการ ชัดเจน สบายใจ สุข สุข ก้ สำหรับ สุข แบ นุ๊กปาย คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
6390,xn ฆ่า เมีย อย่า เวกัส,0,0,0,0,0,0
7242,ตาย,0,0,0,0,0,0
501,ปัญญาอ่อนหรอ กูง ฝาก ฝาก ส้น ตีน อย่า ด่า แม่ง เลื่อน เดือน นัง หี,1,1,1,0,0,0
6502,รู้ ตัว ตาย ราชาปีศาจไทจุ เฝ้า รอ ใจจดใจจ่อ ภาวนา กล้า ฆ่า ยึด ดินแดน แข็งแกร่ง รู้ ข่าว คน คน ถือกำเนิด ปรากฏการณ์ เสา แสง คืน ฤดู ร้อน กี่ ปี ส่งฮัคไคน้อง ชาย คน ประกบ โลก มนุษย์,0,0,0,0,0,0
5165,หยิก หีมัน อย่า,1,0,0,0,0,0
1539,กุ ชอบ แก๊งกิน เหล้า กุ หลากหลาย สะบัด อะมี สี่ คน สเตรทเกย์ไบแพน ชอบ,0,0,0,0,0,0
6378,กรุงเทพคริสเตียน เรื่อง ไหม โปรดกรุณา อธิบาย แชท สินค้า ตอบ ร้าน นโยบาย คืน สินค้า ปฏิเสธ แคตตา ล็อกระบุ ชัดเจน รองรับ nfcการ คืน แลกเปลี่ยน สิ่งของ ฆ่า ตัว ตาย,0,0,0,0,0,0
1211,อ้วน ฟัง,0,0,0,0,0,0
9287,รู้ อะ แบบหน่วงเบลอ มึน อึดอัด คู่ อี ตอแหล โป๊ะ เค้า ดู,0,0,0,0,0,0
672,ปัญญาอ่อน ด่าเช่น หู หนวก ตา บอด,0,0,0,0,0,0
3377,เสียง ชัด แบ ตัว ละคร ลับ ปลอด ภัย โหน กระแส,0,0,0,0,0,0
8999,ตอน เด็ก มารยาท ขนาด ไขว้ ห้าง วาง กระเป๋า โต๊ะ สบถ เบื่อ โง่ควาย ตอน ทำ แม่ง สะใจชิบหาย,0,0,0,0,0,0
1464,หา สาว สอง ผลัด เสียบ นนทบุรี คน สะดวก ค่า รถ ผม ชาย แท้เกย์ ผลัด เสียบ ครับไบรุก นัดเย็ดนนทบุรี นัด เย็ดควย ท่า ทราย,0,0,1,0,0,0
9731,เกลียด เวลา ปวด ขี้ ตอน บ้าน,0,0,0,0,0,0
1192,เกลียดชัง อ้วน รู้ สั่ง ขา หมู กินอยู่ดี,0,0,0,0,0,0
7247,คน แทน คน ตายดี ภาพ ศพ,0,0,0,0,0,0
1872,รัก ฉัตรนภาป๊ายปายโอริโอ้ คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
3590,กูเกิ้ลทรานสเลท แปล ชิปเป้อ เขิน ม้วน คน ดี หรอ ห๊าไบเบิ้ลบิวbiblebiuld,0,0,0,0,0,0
6982,zuzaจริง นว น้อน ตบ ละงายยเอ็นดู น้อง เค้า ทำ,0,0,0,0,0,0
505,กลืน น้ำลาย ตัว ครู ต้น คาบ ปัญญาอ่อน,1,0,0,0,0,0
